s,tau_star_day,S_bar,tau_star_window,D,fwd_ret,realized_vol_20,turnover_rel,amihud,ret_5d,abs_ret_autocorr_20,volume_ar1_20,u_curve_amp,size,symbol,date
,,,,,0.019288811042030174,0.20372646157549915,1.3274748436243218,1.0786504557955108e-06,-0.03673139997638242,-0.023273991447830666,0.31975302074778345,,29.151145583197636,AAPL,2024-11-01
,,,,,0.011111050551351198,0.18747455704064778,0.9162207732820495,9.70253038775687e-07,-0.04880030864450868,0.0265105724398921,0.30973351117360176,,29.151145583197636,AAPL,2024-11-04
,,,,,0.004594842061893534,0.1765278098292828,0.5827672335938707,8.939388107184743e-07,-0.043736824730345236,-0.09342748844624298,0.27923484926096387,,29.151145583197636,AAPL,2024-11-05
,,,,,0.011888317367094059,0.164616555753984,1.1239327735545606,7.990962809210924e-07,-0.03207311766322174,-0.1811588777826775,0.1777790518865376,,29.151145583197636,AAPL,2024-11-06
,,,,,0.004356520085516902,0.18340033997996413,0.8859699150422418,8.937061469859561e-07,0.006949779030949843,-0.18996984513603024,0.13166874434647152,,29.151145583197636,AAPL,2024-11-07
,,,,,-0.008635977930525285,0.1819715118958343,0.803540157381918,8.555291475613057e-07,0.019288811042030174,-0.3024154025756717,0.07272222532076686,,29.151145583197636,AAPL,2024-11-08
,,,,,0.016902313191638374,0.1757332252585624,0.8704778393343876,8.300568258191511e-07,0.011111050551351198,-0.3079355672151294,0.059889981328957696,,29.151145583197636,AAPL,2024-11-11
,,,,,0.01806171655485156,0.16961465309006785,0.8374709044289084,7.9365357820776e-07,0.004594842061893534,-0.3583517000996481,0.10616301275989955,,29.151145583197636,AAPL,2024-11-12
,,,,,0.017235045846027308,0.16883810990038076,1.01004477858866,7.55779048152967e-07,0.011888317367094059,-0.30886008140728655,0.20941000845572824,,29.151145583197636,AAPL,2024-11-13
,,,,,0.0013147923629939218,0.1769871061742296,0.9468419451330253,8.125140874450092e-07,0.004356520085516902,-0.32648851400592416,0.17297991356361814,,29.151145583197636,AAPL,2024-11-14
,,,,,0.0216443898685148,0.17603015139044131,0.9934978678079024,8.216819741600241e-07,-0.008635977930525285,-0.2662800125452887,0.19588854367752137,,29.151145583197636,AAPL,2024-11-15
,,,,,0.021269809857176636,0.18222372731820874,0.9331895796068151,8.508964244520063e-07,0.016902313191638374,-0.2248772498919917,0.2113668922168875,,29.151145583197636,AAPL,2024-11-18
,,,,,0.02970013938693583,0.1824610681458914,0.7575339378819447,8.434841990940457e-07,0.01806171655485156,-0.2738462958785143,0.18663366899073552,,29.151145583197636,AAPL,2024-11-19
,,,,,0.025895304202637304,0.16676567402361345,0.7399432832477378,7.734596670903136e-07,0.017235045846027308,-0.15706117281179427,0.24879555909462597,,29.151145583197636,AAPL,2024-11-20
,,,,,0.0385523040142175,0.16688227385799062,0.8829783392991346,7.786114307848468e-07,0.0013147923629939218,-0.020327845742181116,0.3298379123300773,,29.151145583197636,AAPL,2024-11-21
,,,,,0.04228491002735146,0.16778978657526517,0.8029574490923619,7.919876445139607e-07,0.0216443898685148,-0.044077155165659174,0.311037135140011,,29.151145583197636,AAPL,2024-11-22
,,,,,0.04199795667846917,0.1715962467368857,1.8862496432986757,7.72023583835571e-07,0.021269809857176636,-0.05464126020769944,0.08632548692912972,,29.151145583197636,AAPL,2024-11-25
,,,,,0.0338214927256022,0.1748030692275461,0.9681835380663447,8.085336109559347e-07,0.02970013938693583,-0.047222230230670154,0.019935796786373892,,29.151145583197636,AAPL,2024-11-26
,,,,,0.03452105022607865,0.16480498686873365,0.7089680564349654,7.41516578386964e-07,0.025895304202637304,0.008343328547417345,0.023950217383388518,,29.151145583197636,AAPL,2024-11-27
,,,,,0.02321661012791343,0.1508230042593804,0.6136620176967821,7.544727282218015e-07,0.0385523040142175,-0.11414615225882589,0.08416189092620849,,29.151145583197636,AAPL,2024-11-29
,,,,,0.02988432876293068,0.14040679797480973,1.046510316479674,7.501243207734071e-07,0.04228491002735146,-0.20707526736480228,-0.049165751966296294,,29.151145583197636,AAPL,2024-12-02
2.855091401718545,11.0,,,,0.021100298959991104,0.14078747863207175,0.8559475130308488,7.976138902380053e-07,0.04199795667846917,-0.16272256605791782,-0.06748025455072056,1.6889663758047284,29.151145583197636,AAPL,2024-12-03
5.242510484033051,6.0,,,,0.014320282915635918,0.1409933890157119,0.9753301486869488,7.528601960918334e-07,0.0338214927256022,-0.21003393468132728,-0.06379365425263471,1.6808612158903138,29.151145583197636,AAPL,2024-12-04
2.4284093091722614,2.0,,,,0.02024335962269319,0.13908139700856298,0.8810658626565825,7.400517042119379e-07,0.03452105022607865,-0.1425521537391062,-0.009521878426076755,1.7437615115944283,29.151145583197636,AAPL,2024-12-05
4.014918540318669,37.0,,,,0.021783944943473577,0.12488933104561123,0.8176994196511397,6.331641985403175e-07,0.02321661012791343,0.005871890385199633,0.0038807849230477784,1.7463545425621962,29.151145583197636,AAPL,2024-12-06
2.882250008656247,2.0,3.4846359487797542,2.0,0.010388770847679755,0.017386054417603436,0.13145035314387343,1.0066471421303176,6.994057092502261e-07,0.02988432876293068,0.046650209578176144,-0.001207773910303431,1.7863976677466624,29.151145583197636,AAPL,2024-12-09
