,net_return
2000-04-20,0.0
2000-04-28,0.0
2000-05-05,0.0
2000-05-12,0.0
2000-05-19,0.0
2000-05-26,0.0
2000-06-02,0.0
2000-06-09,0.0
2000-06-16,0.0
2000-06-23,0.0
2000-06-30,0.0
2000-07-07,0.0
2000-07-14,0.0
2000-07-21,0.0
2000-07-28,0.0
2000-08-04,0.0
2000-08-11,0.0
2000-08-18,0.0
2000-08-25,0.0
2000-09-01,0.0
2000-09-08,0.0
2000-09-15,0.0
2000-09-22,0.0
2000-09-29,0.0
2000-10-06,0.0
2000-10-13,0.0
2000-10-20,0.0
2000-10-27,0.0
2000-11-03,0.0
2000-11-10,0.0
2000-11-17,0.0
2000-11-24,0.0
2000-12-01,0.0
2000-12-08,0.0
2000-12-15,0.0
2000-12-22,0.0
2000-12-29,0.0
2001-01-05,0.0
2001-01-12,0.0
2001-01-19,0.0
2001-01-26,0.0
2001-02-02,0.0
2001-02-09,0.0
2001-02-16,0.0
2001-02-23,0.0
2001-03-02,0.0
2001-03-09,0.0
2001-03-16,0.0
2001-03-23,0.0
2001-03-30,0.0
2001-04-06,0.0
2001-04-12,0.0
2001-04-20,0.0
2001-04-27,0.0
2001-05-04,0.0
2001-05-11,0.0
2001-05-18,0.0
2001-05-25,0.0
2001-06-01,0.0
2001-06-08,0.0
2001-06-15,0.0
2001-06-22,0.0
2001-06-29,0.0
2001-07-06,0.0
2001-07-13,0.0
2001-07-20,0.0
2001-07-27,0.0
2001-08-03,0.0
2001-08-10,0.0
2001-08-17,0.0
2001-08-24,0.0
2001-08-31,0.0
2001-09-07,0.0
2001-09-10,0.0
2001-09-21,0.0
2001-09-28,0.0
2001-10-05,0.0
2001-10-12,0.0
2001-10-19,0.0
2001-10-26,0.0
2001-11-02,0.0
2001-11-09,0.0
2001-11-16,0.0
2001-11-23,0.0
2001-11-30,0.0
2001-12-07,0.0
2001-12-14,0.0
2001-12-21,0.0
2001-12-28,0.0
2002-01-04,0.0
2002-01-11,0.0
2002-01-18,0.0
2002-01-25,0.0
2002-02-01,0.0
2002-02-08,0.0
2002-02-15,0.0
2002-02-22,0.0
2002-03-01,0.0
2002-03-08,0.0
2002-03-15,0.0
2002-03-22,0.0
2002-03-28,0.0
2002-04-05,0.0
2002-04-12,0.0
2002-04-19,0.0
2002-04-26,0.0
2002-05-03,0.0
2002-05-10,0.0
2002-05-17,0.0
2002-05-24,0.0
2002-05-31,0.0
2002-06-07,0.0
2002-06-14,0.0
2002-06-21,0.0
2002-06-28,0.0
2002-07-05,0.0
2002-07-12,0.0
2002-07-19,0.0
2002-07-26,0.0
2002-08-02,0.0
2002-08-09,0.0
2002-08-16,0.0
2002-08-23,0.0
2002-08-30,0.0
2002-09-06,0.0
2002-09-13,0.0
2002-09-20,0.0
2002-09-27,0.0
2002-10-04,0.0
2002-10-11,0.0
2002-10-18,0.0
2002-10-25,0.0
2002-11-01,0.0
2002-11-08,0.0
2002-11-15,0.0
2002-11-22,0.0
2002-11-29,0.0
2002-12-06,0.0
2002-12-13,0.0
2002-12-20,0.0
2002-12-27,0.0
2003-01-03,0.0
2003-01-10,0.0
2003-01-17,0.0
2003-01-24,0.0
2003-01-31,0.0
2003-02-07,0.0
2003-02-14,0.0
2003-02-21,0.0
2003-02-28,0.0
2003-03-07,0.0
2003-03-14,0.0
2003-03-21,0.0
2003-03-28,0.0
2003-04-04,0.0
2003-04-11,0.0
2003-04-17,0.0
2003-04-25,0.0
2003-05-02,0.0
2003-05-09,0.0
2003-05-16,0.0
2003-05-23,0.0
2003-05-30,0.0
2003-06-06,0.0
2003-06-13,0.0
2003-06-20,0.0
2003-06-27,0.0
2003-07-03,0.0
2003-07-11,0.0
2003-07-18,0.0
2003-07-25,0.0
2003-08-01,0.0
2003-08-08,0.0
2003-08-15,0.0
2003-08-22,0.0
2003-08-29,0.0
2003-09-05,0.0
2003-09-12,0.0
2003-09-19,0.0
2003-09-26,0.0
2003-10-03,0.0
2003-10-10,0.0
2003-10-17,0.0
2003-10-24,0.0
2003-10-31,0.0
2003-11-07,0.0
2003-11-14,0.0
2003-11-21,0.0
2003-11-28,0.0
2003-12-05,0.0
2003-12-12,0.0
2003-12-19,0.0
2003-12-26,0.0
2004-01-02,0.0
2004-01-09,0.0
2004-01-16,0.0
2004-01-23,0.0
2004-01-30,0.0
2004-02-06,0.0
2004-02-13,0.0
2004-02-20,0.0
2004-02-27,0.0
2004-03-05,0.0
2004-03-12,0.0
2004-03-19,0.0
2004-03-26,0.0
2004-04-02,0.0
2004-04-08,0.0
2004-04-16,-0.0013135299768673096
2004-04-23,0.013991562303581067
2004-04-30,0.016488859035743167
2004-05-07,0.00880952568394652
2004-05-14,-0.011995665786128047
2004-05-21,-0.005389291580026924
2004-05-28,0.0006819445911912914
2004-06-04,-0.0024830462561673382
2004-06-10,0.004773636376700713
2004-06-18,-0.0022241120921630973
2004-06-25,0.00460825356993498
2004-07-02,-0.00399595502866083
2004-07-09,-0.025401291379155196
2004-07-16,0.01678335639420819
2004-07-23,0.005281975296366033
2004-07-30,-0.004185396732538202
2004-08-06,-0.010150619813123585
2004-08-13,0.002145385062277232
2004-08-20,0.0009492464082677025
2004-08-27,-0.014055316027764917
2004-09-03,0.00677788781056752
2004-09-10,-0.006931996962447998
2004-09-17,-0.009558779946124543
2004-09-24,0.02200103328593433
2004-10-01,0.010948147854073222
2004-10-08,-0.007347902146774831
2004-10-15,-0.002266276541964478
2004-10-22,0.01191681557931505
2004-10-29,-0.01996943814543129
2004-11-05,0.0012738705837534408
2004-11-12,0.015423255363870035
2004-11-19,0.0027696324231064984
2004-11-26,0.025153909436199252
2004-12-03,-0.003095573187469532
2004-12-10,0.0013925696793635756
2004-12-17,0.0039326958191977165
2004-12-23,0.0052063504387588845
2004-12-31,0.004508197241950734
2005-01-07,0.006545105043795088
2005-01-14,-0.005383739754768603
2005-01-21,0.007401375035915212
2005-01-28,-0.011021817863051266
2005-02-04,-0.01191641935227296
2005-02-11,-0.011192933017123312
2005-02-18,-0.00588975884522694
2005-02-25,0.003355742944210212
2005-03-04,0.017198603135310794
2005-03-11,0.01154839164465016
2005-03-18,0.007343571091963203
2005-03-24,-0.0028478249652264414
2005-04-01,0.013607842556765955
2005-04-08,0.005375099307718191
2005-04-15,0.013593673468618186
2005-04-22,0.02679571805638444
2005-04-29,0.0007564571868780795
2005-05-06,0.011478294326332229
2005-05-13,-0.0021862866868556513
2005-05-20,0.015373850140721016
2005-05-27,-0.007397431320061789
2005-06-03,-0.010811723790802774
2005-06-10,-0.017588813046521632
2005-06-17,0.003964016884437258
2005-06-24,-0.0010439990648291406
2005-07-01,0.008758155457692223
2005-07-08,0.0019354877477045277
2005-07-15,0.01642652082500641
2005-07-22,-0.00020708576557916666
2005-07-29,0.0034251777391531594
2005-08-05,-0.007327566802558621
2005-08-12,0.008605764116319034
2005-08-19,0.001076344835566014
2005-08-26,-0.010100123498381455
2005-09-02,-0.0028577189095773925
2005-09-09,0.004288245059753239
2005-09-16,0.0009459399325822621
2005-09-23,-0.005943617517419992
2005-09-30,0.01609568495385347
2005-10-07,-0.0019661614883983557
2005-10-14,-0.011215516233951497
2005-10-21,0.017456271350609752
2005-10-28,0.007572264235864996
2005-11-04,0.002357557399932237
2005-11-11,0.008690487173525984
2005-11-18,-0.0027770037700474643
2005-11-25,-0.012900583295163286
2005-12-02,-0.0009040147578304402
2005-12-09,0.0043378005139362245
2005-12-16,-0.0010139133994389077
2005-12-23,-0.000653852484960173
2005-12-30,0.01648817382628443
2006-01-06,-0.009967211142359201
2006-01-13,-0.008038232180302224
2006-01-20,0.008923206542024978
2006-01-27,-0.0038196976193768566
2006-02-03,-0.010433920260547014
2006-02-10,-0.0033813125292087047
2006-02-17,-0.009985769298624407
2006-02-24,0.005217515481120625
2006-03-03,0.02158567636485907
2006-03-10,-0.00018891177208327242
2006-03-17,0.00210369140795711
2006-03-24,-0.009063330111655532
2006-03-31,-0.011984669142682331
2006-04-07,-0.006329311365485781
2006-04-13,-0.004806299372024162
2006-04-21,0.012734984672957644
2006-04-28,0.005072879073498281
2006-05-05,0.003618079984304054
2006-05-12,-0.011759595203382725
2006-05-19,0.013175960725771721
2006-05-26,-0.006698713330439712
2006-06-02,0.006757118872709589
2006-06-09,0.002058068992116438
2006-06-16,-0.007337792192453092
2006-06-23,-0.007902502545686809
2006-06-30,0.0010052628947004
2006-07-07,-0.009909827471732522
2006-07-14,0.010964547864565306
2006-07-21,0.021971531889021845
2006-07-28,-0.0018368827971113728
2006-08-04,0.008118930808500848
2006-08-11,0.0116541683919328
2006-08-18,0.00539330970075657
2006-08-25,0.0017978840209192807
2006-09-01,-0.005290972342953645
2006-09-08,-0.011062513172128238
2006-09-15,-0.0033888795320933815
2006-09-22,0.006750285065326423
2006-09-29,0.008403281433004221
2006-10-06,0.0005847500529057688
2006-10-13,0.02184148326067596
2006-10-20,3.8588195095831624e-05
2006-10-27,-0.007067045894962808
2006-11-03,-0.0006456399308962347
2006-11-10,-0.0002659602065721036
2006-11-17,0.013233738569466658
2006-11-24,-0.015738767162390154
2006-12-01,0.008844586124086057
2006-12-08,-0.0044742498342693875
2006-12-15,0.0013369745282468164
2006-12-22,-0.002408232979277002
2006-12-29,0.005646300649936354
2007-01-05,-0.017115673932163733
2007-01-12,0.01111893224875043
2007-01-19,0.004191016767274738
2007-01-26,0.010318805564834149
2007-02-02,0.009238110314212384
2007-02-09,0.008221607906197095
2007-02-16,0.00496141168164595
2007-02-23,0.006821873199137094
2007-03-02,0.0004985207681083151
2007-03-09,-0.005402046025037405
2007-03-16,-0.0040956014011916285
2007-03-23,-0.00278757837097812
2007-03-30,-0.005041452483557095
2007-04-05,-0.0017032362541783146
2007-04-13,0.003227351776672698
2007-04-20,0.002779552902768865
2007-04-27,-0.0014320115155387787
2007-05-04,-0.002482037896934699
2007-05-11,-0.0034636846294983058
2007-05-18,0.002097250805093539
2007-05-25,0.002411477994660384
2007-06-01,0.0012987489440725196
2007-06-08,-0.008091000926993707
2007-06-15,-0.009214488389854085
2007-06-22,0.003325555904332907
2007-06-29,0.013610854679289913
2007-07-06,-0.007505563409481819
2007-07-13,-0.008249283146199089
2007-07-20,-0.003918979827709265
2007-07-27,-0.002742433643931809
2007-08-03,0.020019457797087113
2007-08-10,-0.012171159042610942
2007-08-17,0.019601922198839505
2007-08-24,-0.010589047191353194
2007-08-31,-0.018159769991544863
2007-09-07,-0.001970599831373986
2007-09-14,-0.0038241704505051774
2007-09-21,-0.009220669481687534
2007-09-28,0.015520835280556866
2007-10-05,0.021696537521121075
2007-10-12,-0.0011720006138221306
2007-10-19,0.010596255510948834
2007-10-26,0.024153248694539053
2007-11-02,0.019339738958752493
2007-11-09,0.007162220229295551
2007-11-16,0.014688301472889216
2007-11-23,0.022976003792216974
2007-11-30,0.00026651350394348244
2007-12-07,-0.006427004060523795
2007-12-14,-0.00015697010127468426
2007-12-21,-0.0028518998773571494
2007-12-28,-0.020319512101156335
2008-01-04,-0.02201407839456428
2008-01-11,0.0036823658534650104
2008-01-18,-0.015642533185699234
2008-01-25,-0.035757936797570194
2008-02-01,0.027130225848120318
2008-02-08,-0.012063140585606657
2008-02-15,-0.002523290814772186
2008-02-22,-0.01757478625910354
2008-02-29,-0.003573927380503878
2008-03-07,-0.006368332917514023
2008-03-14,0.020879850173586175
2008-03-20,0.04695475852015371
2008-03-28,0.002349335785603323
2008-04-04,0.009140870294646537
2008-04-11,-0.007640269748962286
2008-04-18,-0.0005552794623251326
2008-04-25,-0.015199113050345558
2008-05-02,0.03022522582107279
2008-05-09,-0.016990122283205587
2008-05-16,0.006373822872398115
2008-05-23,0.002671754391983123
2008-05-30,-2.49098161286558e-05
2008-06-06,-0.014035760407423084
2008-06-13,0.0013659797596190931
2008-06-20,-0.03626329782041552
2008-06-27,0.01262650355082393
2008-07-03,-0.0072800319021683515
2008-07-11,0.035020681564594106
2008-07-18,-0.015967760040101583
2008-07-25,-0.012775768677882542
2008-08-01,-0.019776249288475052
2008-08-08,-0.01171839915123524
2008-08-15,0.01969586599020791
2008-08-22,0.030298267756891376
2008-08-29,-0.04624676879579729
2008-09-05,0.0005529961363955336
2008-09-12,-0.013325761611360364
2008-09-19,0.026641069556529243
2008-09-26,-0.039936018184251465
2008-10-03,-0.018714981931046648
2008-10-10,0.05614155225199147
2008-10-17,-0.031849285539741236
2008-10-24,0.030587385165298367
2008-10-31,0.015689851448813585
2008-11-07,-0.031238580060318818
2008-11-14,-0.05416062010914627
2008-11-21,0.06735150394377093
2008-11-28,0.003045522065818406
2008-12-05,0.08277186608029008
2008-12-12,0.018995043373536094
2008-12-19,-0.010630567640089354
2008-12-26,0.02548289243694374
2009-01-02,-0.008194224989981423
2009-01-09,-0.04018068690877063
2009-01-16,-0.008526592619184498
2009-01-23,0.0024271328650810166
2009-01-30,0.0007481217951425455
2009-02-06,0.016460524499563395
2009-02-13,-0.01158638553421103
2009-02-20,0.01280946351165379
2009-02-27,0.030912784631519478
2009-03-06,0.1135246815911909
2009-03-13,0.019513580028789078
2009-03-20,0.013648417870310224
2009-03-27,-0.025081909125030076
2009-04-03,-0.014016187213206136
2009-04-09,-0.0241803475360344
2009-04-17,-0.0006141717659735961
2009-04-24,-0.005136501270817006
2009-05-01,0.039114681919324656
2009-05-08,0.026680298894648357
2009-05-15,-0.021238281712000102
2009-05-22,-0.02183467058473829
2009-05-29,0.008592730087469427
2009-06-05,0.0004034669293399363
2009-06-12,0.011139514768813728
2009-06-19,-0.004471378771590097
2009-06-26,-0.011790754861506658
2009-07-02,-0.0011111669822003061
2009-07-10,0.033419049816092714
2009-07-17,-0.004150587314004256
2009-07-24,0.00860606725328398
2009-07-31,-0.04950922093968044
2009-08-07,0.019547235371849256
2009-08-14,-0.0023748230895619706
2009-08-21,-4.450057150991464e-05
2009-08-28,-0.007387104784507528
2009-09-04,0.0017181317370125533
2009-09-11,-0.006994167988255416
2009-09-18,0.006385923063182756
2009-09-25,-0.0063275807685947575
2009-10-02,0.005040355412686012
2009-10-09,-0.004400782117598526
2009-10-16,0.0017709082562924255
2009-10-23,-0.01441810292191275
2009-10-30,0.018064716328654192
2009-11-06,-0.0031998927654089526
2009-11-13,-0.006049042609283941
2009-11-20,-0.000720390475485355
2009-11-27,0.0007062889779607175
2009-12-04,0.00708011804528123
2009-12-11,-0.0034867667375377788
2009-12-18,-0.009573575453616184
2009-12-24,0.001124380398594734
2009-12-31,0.019797364070387034
2010-01-08,0.018258125381858864
2010-01-15,-0.023817248389139005
2010-01-22,-0.01920975029887934
2010-01-29,0.00987328324848075
2010-02-05,-0.01496550978954302
2010-02-12,0.003971970477358215
2010-02-19,-0.004000422159200729
2010-02-26,0.006154834481162844
2010-03-05,0.0056248142629494145
2010-03-12,-0.00365280084339884
2010-03-19,-0.0014043913101275314
2010-03-26,0.020939307696249212
2010-04-01,0.00425426058123019
2010-04-09,0.00708844391678548
2010-04-16,0.0010769881950829677
2010-04-23,0.010407992840136833
2010-04-30,-0.009091138079397888
2010-05-07,-0.007974687554705881
2010-05-14,0.014836166708370525
2010-05-21,0.006005215631223922
2010-05-28,0.005107978375569066
2010-06-04,0.008640076762535035
2010-06-11,-0.007494179942453888
2010-06-18,-0.0021515567326161646
2010-06-25,0.009376026289766018
2010-07-02,0.006521843417528956
2010-07-09,0.002773219700127438
2010-07-16,0.005014083582529722
2010-07-23,0.002725156196058757
2010-07-30,0.006386498466533289
2010-08-06,-0.005693472685749502
2010-08-13,0.0007042451093813562
2010-08-20,-0.0018232327817152634
2010-08-27,0.004588285262462166
2010-09-03,-0.007074118833719509
2010-09-10,0.008032123393560828
2010-09-17,-0.002024041199667859
2010-09-24,-0.004273575407124292
2010-10-01,-0.003208101528282355
2010-10-08,-0.0019395601139923732
2010-10-15,0.0035530908760816465
2010-10-22,0.011387196907652651
2010-10-29,-0.00021556435180177197
2010-11-05,-0.0040407727721857726
2010-11-12,-0.01203246064978979
2010-11-19,-0.005433528514228528
2010-11-26,0.005011130214353882
2010-12-03,-0.008859414709619795
2010-12-10,-0.0021441511621848666
2010-12-17,0.001374351874865291
2010-12-23,-0.005541706001520632
2010-12-31,0.01137091931707624
2011-01-07,-0.002106055092288949
2011-01-14,-0.0009996147029330857
2011-01-21,0.008469066339277633
2011-01-28,-0.008390480959422837
2011-02-04,0.008504095840205608
2011-02-11,0.018214022613818014
2011-02-18,-0.003403342220118344
2011-02-25,-0.0047428125563333465
2011-03-04,0.013812469217867704
2011-03-11,0.006183491257553541
2011-03-18,-0.00264709096114739
2011-03-25,0.0008034944075090286
2011-04-01,0.012175605433621952
2011-04-08,0.0020173830101308105
2011-04-15,0.005187352328105004
2011-04-21,0.0043996950736699585
2011-04-29,-0.0170014192129503
2011-05-06,-0.018080858774118518
2011-05-13,0.0054907562047123
2011-05-20,-0.010193237114752045
2011-05-27,0.0011636472704292383
2011-06-03,-0.0003187209193836586
2011-06-10,-0.008673424081892919
2011-06-17,0.003074539629225947
2011-06-24,-0.0021560501204001717
2011-07-01,0.002806504406740808
2011-07-08,-0.012525058576592902
2011-07-15,-0.004562871984003116
2011-07-22,-0.005446211900238066
2011-07-29,-0.006484927543901545
2011-08-05,0.00872921782095389
2011-08-12,-0.01729591582191876
2011-08-19,0.011590356318895784
2011-08-26,0.018343009401127656
2011-09-02,0.002878960515919197
2011-09-09,0.008876597992004088
2011-09-16,-0.03046055634461418
2011-09-23,-0.012698342174671513
2011-09-30,0.010879729026962057
2011-10-07,-0.013766479917211567
2011-10-14,-0.006119624410747187
2011-10-21,0.018371817080963172
2011-10-28,-0.002643942945600917
2011-11-04,-0.0006690317484950595
2011-11-11,-0.004927352091129767
2011-11-18,-0.0016812384311835928
2011-11-25,0.022488832382146308
2011-12-02,0.008437389184627381
2011-12-09,-0.018757384227185887
2011-12-16,-0.00016329202593285276
2011-12-23,-0.005080332651640708
2011-12-30,0.00992360545476847
2012-01-06,-0.006016667826328958
2012-01-13,0.0025120906041982026
2012-01-20,0.008336011874018058
2012-01-27,0.005404880478464251
2012-02-03,-0.0019851016255010927
2012-02-10,-0.01042384167378344
2012-02-17,0.004182984211783468
2012-02-24,0.012636734825547674
2012-03-02,-0.011847168480959746
2012-03-09,-0.013756594557738528
2012-03-16,0.0014139999456698289
2012-03-23,-0.011510882125749047
2012-03-30,-0.010051030433593037
2012-04-05,0.006451269282875483
2012-04-13,0.004020168193896143
2012-04-20,0.007678671628276873
2012-04-27,0.00787699043904345
2012-05-04,-0.014592020817965
2012-05-11,-0.001777203923806319
2012-05-18,0.004369084112921051
2012-05-25,0.00035419480818166846
2012-06-01,0.006637786481322257
2012-06-08,-0.0015387890830599023
2012-06-15,0.00389006245142569
2012-06-22,0.010295642435236731
2012-06-29,-0.008292899976230166
2012-07-06,0.006086191746780011
2012-07-13,-0.0019901157108054126
2012-07-20,-0.0055308670243086385
2012-07-27,0.0005748586950829142
2012-08-03,-0.0012465190420044379
2012-08-10,0.002029289433490823
2012-08-17,-0.0023360275734024463
2012-08-24,-0.004707937009166054
2012-08-31,-0.00243250318699116
2012-09-07,-0.02648062701939382
2012-09-14,0.010930214828786816
2012-09-21,0.0006776445006123763
2012-09-28,-0.01060735077304707
2012-10-05,0.006277906185565247
2012-10-12,-0.006381641579185195
2012-10-19,0.010757200054055732
2012-10-26,-0.0016123252583998006
2012-11-02,-0.0024862446655681126
2012-11-09,0.007379546169231546
2012-11-16,-0.00015012522352569435
2012-11-23,0.009685990017494662
2012-11-30,-0.002900524232493852
